case_date,judicial_officer,case_number
05-02-2021,Associate Justice Matthews,S ECI 2020 03008
05-02-2021,Associate Justice Matthews,S ECI 2020 03074
05-02-2021,Associate Justice Matthews,S ECI 2020 04072
05-02-2021,Associate Justice Matthews,S ECI 2020 04690
05-02-2021,Associate Justice Matthews,S ECI 2020 04719
05-02-2021,Associate Justice Matthews,S CI 2017 04662
05-02-2021,Associate Justice Matthews,S ECI 2018 00488
05-02-2021,Associate Justice Matthews,S ECI 2020 02253
05-02-2021,Associate Justice Matthews,S ECI 2020 02682
05-02-2021,Associate Justice Matthews,S ECI 2020 03991
08-02-2021,"The President, Justice Beach",S EAPCR 2020 0253
08-02-2021,"The President, Justice Beach",S EAPCR 2020 0264
08-02-2021,"The President, Justice Tate, Justice Kennedy",S EAPCI 2020 0068
08-02-2021,"The President, Justice Tate, Justice Kennedy",S EAPCI 2020 0068
08-02-2021,"Justice Beach, Justice Niall, Justice T. Forrest",S EAPCI 2020 0104
08-02-2021,"Justice Beach, Justice Niall, Justice T. Forrest",S EAPCI 2020 0104
08-02-2021,Justice Hollingworth,S CR 2017 0085
08-02-2021,Justice Hollingworth,S ECR 2020 0251
08-02-2021,Justice Jane Dixon,S ECR 2019 0150
08-02-2021,Justice Champion,S CR 2018 0063
08-02-2021,Justice Champion,S CR 2018 0064
08-02-2021,Justice Taylor,S ECR 2020 0228
08-02-2021,Justice Tinney,S ECR 2019 0199
08-02-2021,Justice Tinney,S ECR 2019 0200
08-02-2021,Justice Lasry,S CR 2018 0218
08-02-2021,Judicial Registrar Freeman,S CR 2018 0274
08-02-2021,Justice Ginnane,S ECI 2020 04058
08-02-2021,Justice Riordan,S ECI 2018 02987
08-02-2021,Justice Keogh,S ECI 2019 00443
08-02-2021,Justice Forbes,S ECI 2019 02563
08-02-2021,Justice Forbes,S ECI 2019 03225
08-02-2021,Justice Garde,S ECI 2020 02461
08-02-2021,Judicial Registrar Keith,S ECI 2020 03314
08-02-2021,Justice Almond,S CI 2017 01498
08-02-2021,Justice Sloss,S ECI 2017 00145
08-02-2021,Justice Riordan,S ECI 2019 03648
08-02-2021,Justice Riordan,S CI 2018 01685
08-02-2021,Justice Delany,S ECI 2019 00118
08-02-2021,Associate Justice Gardiner,S ECI 2020 04517
08-02-2021,Associate Justice Matthews,S ECI 2019 04753
08-02-2021,Judicial Registrar Keith,S ECI 2020 03278
08-02-2021,Judicial Registrar Steffensen,S ECI 2020 04768
08-02-2021,Associate Justice Efthim,S ECI 2020 02921
08-02-2021,Costs Registrar Conidi,S ECI 2020 04623
08-02-2021,Costs Registrar Walton,S ECI 2020 03492
08-02-2021,Associate Justice Efthim,S ECI 2019 01699
08-02-2021,Associate Justice Efthim,S ECI 2019 01699
09-02-2021,"The Chief Justice, Justice McLeish",S EAPCR 2020 0136
09-02-2021,"The Chief Justice, Justice McLeish",S EAPCR 2020 0122
09-02-2021,"The Chief Justice, Justice McLeish",S EAPCR 2020 0122
09-02-2021,"The Chief Justice, Justice McLeish",S EAPCR 2020 0122
09-02-2021,"Justice McLeish, Justice Niall, Justice T. Forrest",S EAPCR 2020 0059
09-02-2021,"Justice McLeish, Justice Niall, Justice T. Forrest",S EAPCR 2020 0059
09-02-2021,"Justice Kaye, Justice T Forrest",S EAPCI 2021 0010
09-02-2021,Justice Hollingworth,S ECR 2020 0251
09-02-2021,Justice Champion,S CR 2018 0063
09-02-2021,Justice Champion,S CR 2018 0064
09-02-2021,Justice Tinney,S ECR 2019 0212
09-02-2021,Justice Lasry,S CR 2018 0218
09-02-2021,Judicial Registrar Freeman,S ECR 2020 0111
09-02-2021,Judicial Registrar Freeman,S ECR 2020 0288
09-02-2021,Justice Cavanough,S ECI 2018 01515
09-02-2021,Justice Cavanough,S ECI 2020 00902
09-02-2021,Justice Macaulay,S CI 2013 02758
09-02-2021,Justice Croucher,S ECI 2019 01002
09-02-2021,Justice Riordan,S ECI 2018 02987
09-02-2021,Justice Keogh,S ECI 2019 01839
09-02-2021,Justice Richards,S ECI 2019 00674
09-02-2021,Justice Moore,S ECI 2019 04583
09-02-2021,Judicial Registrar Keith,S ECI 2020 03702
09-02-2021,Judicial Registrar Keith,S ECI 2020 03181
09-02-2021,Judicial Registrar Keith,S ECI 2021 00249
09-02-2021,Judicial Registrar Keith,S ECI 2021 00250
09-02-2021,Judicial Registrar Keith,S ECI 2019 04269
09-02-2021,Justice Almond,S CI 2017 01498
09-02-2021,Justice Sloss,S ECI 2017 00145
09-02-2021,Justice Riordan,S ECI 2019 03648
09-02-2021,Justice Riordan,S CI 2018 01685
09-02-2021,Justice Delany,S ECI 2019 00118
09-02-2021,Justice Osborne,S ECI 2020 02747
09-02-2021,Associate Justice Wood,S ECI 2020 04092
09-02-2021,Associate Justice Hetyey,S ECI 2020 03928
09-02-2021,Justice Garde,S ECI 2021 00238
09-02-2021,Judicial Registrar Gourlay,S ECI 2020 02282
09-02-2021,Judicial Registrar Gourlay,S CI 2015 04516
09-02-2021,Judicial Registrar Gourlay,S ECI 2020 02265
09-02-2021,Judicial Registrar Gourlay,S ECI 2020 04027
09-02-2021,Judicial Registrar Gourlay,S ECI 2020 04426
09-02-2021,Judicial Registrar Gourlay,S ECI 2020 04640
09-02-2021,Costs Registrar Conidi,S ECI 2020 04078
09-02-2021,Costs Registrar Walton,S ECI 2020 03492
09-02-2021,Associate Justice Efthim,S CI 2017 00761
09-02-2021,Associate Justice Efthim,S CI 2017 02402
09-02-2021,Associate Justice Efthim,S CI 2017 03717
09-02-2021,Associate Justice Daly,S ECI 2020 04494
09-02-2021,Associate Justice Matthews,S CI 2014 02265
09-02-2021,Associate Justice Matthews,S ECI 2018 01134
09-02-2021,Deputy Prothonotary Draper,S ECI 2020 02983
10-02-2021,"The President, Justice Beach, Justice Niall",S APCR 2019 0166
10-02-2021,"The President, Justice Beach, Justice Niall",S APCR 2019 0166
10-02-2021,"Justice Beach, Justice McLeish, Justice Niall",S EAPCR 2019 0197
10-02-2021,"Justice Beach, Justice McLeish, Justice Niall",S EAPCR 2019 0197
10-02-2021,"Justice Tate, Justice Kyrou, Justice Niall",S EAPCI 2020 0015
10-02-2021,"Justice Tate, Justice Kyrou, Justice Niall",S EAPCI 2020 0015
10-02-2021,Justice Hollingworth,S ECR 2020 0251
10-02-2021,Justice Champion,S CR 2018 0063
10-02-2021,Justice Champion,S CR 2018 0064
10-02-2021,Justice Taylor,S ECR 2020 0127
10-02-2021,Justice Tinney,S ECR 2021 0007
10-02-2021,Justice Tinney,S ECR 2021 0007
10-02-2021,Justice Lasry,S CR 2018 0218
10-02-2021,Judicial Registrar Freeman,S ECR 2020 0082
10-02-2021,Justice John Dixon,S ECI 2019 01228
10-02-2021,Justice Macaulay,S CI 2013 02758
10-02-2021,Justice McMillan,S ECI 2021 00130
10-02-2021,Justice Ginnane,S ECI 2020 04058
10-02-2021,Justice Croucher,S ECI 2019 01002
10-02-2021,Justice Riordan,S ECI 2018 02987
10-02-2021,Justice Forbes,S ECI 2019 02563
10-02-2021,Justice Forbes,S ECI 2019 03225
10-02-2021,Judicial Registrar Keith,S CI 2017 02023
10-02-2021,Judicial Registrar Keith,S ECI 2020 04189
10-02-2021,Judicial Registrar Keith,S ECI 2020 04572
10-02-2021,Judicial Registrar Keith,S ECI 2020 04291
10-02-2021,Judicial Registrar Keith,S ECI 2020 02888
10-02-2021,Judicial Registrar Keith,S ECI 2020 03747
10-02-2021,Judicial Registrar Keith,S ECI 2020 03501
10-02-2021,Judicial Registrar Keith,S ECI 2020 04406
10-02-2021,Judicial Registrar Keith,S ECI 2020 01277
10-02-2021,Judicial Registrar Keith,S ECI 2020 04121
10-02-2021,Judicial Registrar Keith,S ECI 2020 04178
10-02-2021,Judicial Registrar Keith,S ECI 2021 00159
10-02-2021,Judicial Registrar Keith,S ECI 2020 04355
10-02-2021,Judicial Registrar Keith,S ECI 2018 02411
10-02-2021,Justice Sloss,S ECI 2017 00145
10-02-2021,Justice Riordan,S ECI 2019 03648
10-02-2021,Justice Riordan,S CI 2018 01685
10-02-2021,Justice Delany,S ECI 2019 00118
10-02-2021,Associate Justice Efthim,S ECI 2021 00103
10-02-2021,Associate Justice Gardiner,S CI 2017 02079
10-02-2021,Associate Justice Gardiner,S CI 2017 02083
10-02-2021,Associate Justice Gardiner,S CI 2017 02084
10-02-2021,Associate Justice Gardiner,S CI 2017 02085
10-02-2021,Associate Justice Gardiner,S CI 2017 02086
10-02-2021,Associate Justice Gardiner,S CI 2017 02089
10-02-2021,Associate Justice Gardiner,S CI 2017 02090
10-02-2021,Associate Justice Gardiner,S CI 2017 02093
10-02-2021,Associate Justice Gardiner,S CI 2017 02099
10-02-2021,Associate Justice Gardiner,S CI 2017 02107
10-02-2021,Associate Justice Gardiner,S CI 2017 02110
10-02-2021,Associate Justice Gardiner,S CI 2017 02111
10-02-2021,Associate Justice Gardiner,S CI 2017 02112
10-02-2021,Associate Justice Gardiner,S CI 2017 02113
10-02-2021,Associate Justice Gardiner,S CI 2017 02115
10-02-2021,Associate Justice Gardiner,S CI 2017 02116
10-02-2021,Associate Justice Gardiner,S CI 2017 02120
10-02-2021,Associate Justice Gardiner,S CI 2017 02122
10-02-2021,Associate Justice Gardiner,S CI 2017 02123
10-02-2021,Associate Justice Gardiner,S CI 2017 02125
10-02-2021,Associate Justice Gardiner,S CI 2018 02033
10-02-2021,Associate Justice Gardiner,S CI 2018 02034
10-02-2021,Associate Justice Gardiner,S CI 2018 02035
10-02-2021,Associate Justice Gardiner,S CI 2018 02038
10-02-2021,Associate Justice Gardiner,S CI 2018 02041
10-02-2021,Judicial Registrar Steffensen,S ECI 2020 04248
10-02-2021,Judicial Registrar Steffensen,S ECI 2020 04633
10-02-2021,Justice McMillan,S PRB 2020 33858
10-02-2021,Justice Garde,S ECI 2020 04338
10-02-2021,Judicial Registrar Gourlay,S CI 2015 04516
10-02-2021,Associate Justice Daly,S ECI 2021 00235
10-02-2021,Associate Justice Ierodiaconou,S ECI 2019 00758
10-02-2021,Associate Justice Hetyey,S ECI 2019 05844
10-02-2021,Associate Justice Hetyey,S ECI 2019 05918
11-02-2021,"The Chief Justice, Justice Beach",S APCR 2019 0177
11-02-2021,"The Chief Justice, Justice Beach",S APCR 2019 0177
11-02-2021,"The Chief Justice, Justice Beach",S EAPCR 2019 0205
11-02-2021,"Justice Beach, Justice Emerton, Justice Sifris",S APCR 2019 0168
11-02-2021,"Justice Beach, Justice Emerton, Justice Sifris",S APCR 2019 0168
11-02-2021,"Justice Kaye, Justice Niall",S EAPCR 2020 0201
11-02-2021,"Justice Kaye, Justice Niall",S EAPCR 2020 0201
11-02-2021,"Justice Kaye, Justice Niall",S EAPCR 2020 0127
11-02-2021,"Justice Kaye, Justice Niall",S EAPCR 2020 0127
11-02-2021,"Justice Kaye, Justice Niall",S EAPCR 2020 0127
11-02-2021,Justice Hollingworth,S ECR 2020 0251
11-02-2021,Justice Champion,S CR 2018 0063
11-02-2021,Justice Champion,S CR 2018 0064
11-02-2021,Justice Tinney,S ECR 2019 0200
11-02-2021,Justice Tinney,S ECR 2019 0212
11-02-2021,Justice Coghlan,S CR 2021 0021
11-02-2021,Justice Lasry,S CR 2018 0218
11-02-2021,Judicial Registrar Freeman,S ECR 2020 0200
11-02-2021,Judicial Registrar Freeman,S ECR 2020 0255
11-02-2021,Justice John Dixon,S ECI 2019 01228
11-02-2021,Justice Macaulay,S CI 2013 02758
11-02-2021,Justice Digby,S ECI 2018 00507
11-02-2021,Justice Ginnane,S ECI 2020 04058
11-02-2021,Justice Croucher,S ECI 2019 01002
11-02-2021,Justice Riordan,S ECI 2018 02987
11-02-2021,Justice Forbes,S ECI 2019 01065
11-02-2021,Justice Gorton,S ECI 2020 00972
11-02-2021,Deputy Prothonotary Clark,S ECI 2020 04205
11-02-2021,Justice Cavanough,S PRB 2018 03246
11-02-2021,Justice Cavanough,S PRB 2019 08476
11-02-2021,Justice Sloss,S ECI 2017 00145
11-02-2021,Justice Riordan,S ECI 2019 03648
11-02-2021,Justice Riordan,S CI 2018 01685
11-02-2021,Justice Delany,S ECI 2019 00118
11-02-2021,Associate Justice Hetyey,S ECI 2020 04796
11-02-2021,Associate Justice Matthews,S ECI 2020 00675
11-02-2021,Judicial Registrar Englefield,S ECI 2019 01678
11-02-2021,Justice Garde,S ECI 2021 00158
11-02-2021,Associate Justice Efthim,S ECI 2020 01828
11-02-2021,Associate Justice Efthim,S ECI 2020 02416
12-02-2021,"Justice Beach, Justice Emerton, Justice Sifris",S EAPCR 2019 0188
12-02-2021,"Justice Beach, Justice Emerton, Justice Sifris",S EAPCR 2019 0188
12-02-2021,"Justice Beach, Justice Emerton, Justice Osborn",S EAPCI 2020 0035
12-02-2021,"Justice Tate, Justice Sifris, Justice Macaulay",S APCI 2019 0076
12-02-2021,"Justice Tate, Justice Sifris, Justice Macaulay",S APCI 2019 0076
12-02-2021,"Justice Tate, Justice Sifris, Justice Macaulay",S EAPCI 2020 0010
12-02-2021,"Justice Tate, Justice Sifris, Justice Macaulay",S EAPCI 2020 0010
12-02-2021,"Justice Tate, Justice Niall, Justice Kennedy",S EAPCI 2020 0005
12-02-2021,"Justice Tate, Justice Niall, Justice Kennedy",S EAPCI 2021 0009
12-02-2021,Justice Hollingworth,S ECR 2020 0251
12-02-2021,Justice Beale,S ECR 2019 0225
12-02-2021,Justice Champion,S CR 2018 0063
12-02-2021,Justice Champion,S CR 2018 0064
12-02-2021,Justice Coghlan,S ECR 2021 0017
12-02-2021,Justice Lasry,S CR 2018 0218
12-02-2021,Judicial Registrar Freeman,S ECR 2020 0306
12-02-2021,Justice Cavanough,S ECI 2019 05724
12-02-2021,Justice Macaulay,S CI 2013 02758
12-02-2021,Justice McMillan,S ECI 2019 05566
12-02-2021,Justice McMillan,S ECI 2021 00074
12-02-2021,Justice Croucher,S ECI 2019 01002
12-02-2021,Justice Keogh,S ECI 2019 03238
12-02-2021,Justice Keogh,S ECI 2019 04945
12-02-2021,Justice Keogh,S ECI 2019 04949
12-02-2021,Justice Keogh,S ECI 2020 01625
12-02-2021,Justice Keogh,S ECI 2020 02098
12-02-2021,Justice Keogh,S ECI 2020 04430
12-02-2021,Justice Keogh,S ECI 2018 01777
12-02-2021,Justice Keogh,S ECI 2019 03638
12-02-2021,Justice Keogh,S ECI 2019 04295
12-02-2021,Justice Keogh,S ECI 2019 04348
12-02-2021,Justice Keogh,S ECI 2019 04507
12-02-2021,Justice Keogh,S ECI 2019 01012
12-02-2021,Justice Keogh,S ECI 2019 05657
12-02-2021,Justice Keogh,S ECI 2020 00935
12-02-2021,Justice Keogh,S ECI 2018 02982
12-02-2021,Justice Keogh,S ECI 2019 03939
12-02-2021,Justice Keogh,S ECI 2020 01644
12-02-2021,Justice Forbes,S ECI 2019 02563
12-02-2021,Justice Forbes,S ECI 2019 03225
12-02-2021,Judicial Registrar Gourlay,S ECI 2020 03533
12-02-2021,Judicial Registrar Keith,S ECI 2020 00225
12-02-2021,Judicial Registrar Keith,S ECI 2020 02610
12-02-2021,Judicial Registrar Keith,S ECI 2020 04252
12-02-2021,Judicial Registrar Keith,S ECI 2019 00862
12-02-2021,Judicial Registrar Keith,S ECI 2019 02401
12-02-2021,Justice Moore,S PRB 2012 00877
12-02-2021,Judicial Registrar Keith,S PRB 2018 17121
12-02-2021,Judicial Registrar Keith,S PRB 2019 05947
12-02-2021,Justice Almond,S ECI 2020 00991
12-02-2021,Justice Almond,S ECI 2020 01612
12-02-2021,Justice Almond,S ECI 2020 02308
12-02-2021,Justice Almond,S ECI 2020 03342
12-02-2021,Justice Almond,S ECI 2020 03342
12-02-2021,Justice Almond,S ECI 2019 02124
12-02-2021,Justice Almond,S ECI 2019 05305
12-02-2021,Justice Almond,S ECI 2019 05305
12-02-2021,Justice Almond,S ECI 2020 01403
12-02-2021,Justice Almond,S ECI 2020 04287
12-02-2021,Justice Almond,S ECI 2020 03881
12-02-2021,Justice Sloss,S ECI 2020 01363
12-02-2021,Justice Sloss,S ECI 2020 02794
12-02-2021,Justice McDonald,S ECI 2019 04886
12-02-2021,Justice Riordan,S ECI 2020 03075
12-02-2021,Justice Riordan,S ECI 2020 03075
12-02-2021,Justice Riordan,S ECI 2020 03606
12-02-2021,Justice Riordan,S CI 2014 09900
12-02-2021,Justice Riordan,S ECI 2015 00167
12-02-2021,Justice Connock,S ECI 2017 00289
12-02-2021,Justice Connock,S ECI 2020 03789
12-02-2021,Justice Delany,S ECI 2020 04592
12-02-2021,Justice Delany,S ECI 2020 00457
12-02-2021,Justice Stynes,S ECI 2018 02484
12-02-2021,Associate Justice Hetyey,S ECI 2020 02316
12-02-2021,Associate Justice Hetyey,S ECI 2017 00293
12-02-2021,Associate Justice Hetyey,S ECI 2019 05451
12-02-2021,Associate Justice Hetyey,S ECI 2020 02110
12-02-2021,Associate Justice Hetyey,S ECI 2020 02311
12-02-2021,Associate Justice Hetyey,S ECI 2020 02927
12-02-2021,Associate Justice Hetyey,S ECI 2020 03531
12-02-2021,Associate Justice Hetyey,S ECI 2021 00186
12-02-2021,Associate Justice Hetyey,S ECI 2021 00166
12-02-2021,Associate Justice Hetyey,S ECI 2021 00224
12-02-2021,Associate Justice Efthim,S CI 2016 05260
12-02-2021,Associate Justice Matthews,S ECI 2018 00986
12-02-2021,Associate Justice Matthews,S ECI 2018 01209
12-02-2021,Associate Justice Matthews,S ECI 2020 02772
12-02-2021,Associate Justice Matthews,S ECI 2020 04088
12-02-2021,Associate Justice Matthews,S ECI 2020 04216
12-02-2021,Associate Justice Matthews,S ECI 2020 04319
12-02-2021,Associate Justice Matthews,S ECI 2018 01885
12-02-2021,Associate Justice Matthews,S ECI 2019 05684
12-02-2021,Associate Justice Matthews,S ECI 2020 04304
15-02-2021,Justice Jane Dixon,S ECR 2020 0238
15-02-2021,Justice Champion,S CR 2018 0063
15-02-2021,Justice Champion,S CR 2018 0064
15-02-2021,Justice Tinney,S ECR 2021 0007
15-02-2021,Justice Lasry,S CR 2018 0218
15-02-2021,Judicial Registrar Freeman,S ECR 2021 0019
15-02-2021,Justice John Dixon,S ECI 2020 04678
15-02-2021,Justice Macaulay,S CI 2017 03650
15-02-2021,Justice Macaulay,S ECI 2020 02197
15-02-2021,Justice Macaulay,S CI 2013 02758
15-02-2021,Justice Riordan,S ECI 2018 02987
15-02-2021,Justice Forbes,S ECI 2019 03225
15-02-2021,Judicial Registrar Irving,S ECI 2020 04101
15-02-2021,Justice Sloss,S ECI 2017 00145
15-02-2021,Justice Sloss,S ECI 2019 03009
15-02-2021,Justice Riordan,S ECI 2019 03648
15-02-2021,Justice Riordan,S CI 2018 01685
15-02-2021,Justice Lyons,S CI 2015 02020
15-02-2021,Justice Lyons,S CI 2018 02379
15-02-2021,Justice Garde,S ECI 2020 04504
15-02-2021,Associate Justice Hetyey,S ECI 2019 05691
15-02-2021,Deputy Prothonotary Day,S ECI 2015 00077
15-02-2021,Justice Ginnane,S ECI 2020 03454
15-02-2021,Associate Justice Efthim,S ECI 2020 02921
15-02-2021,Costs Registrar Conidi,S ECI 2020 00353
15-02-2021,Costs Registrar Walton,S ECI 2020 04604
15-02-2021,Associate Justice Efthim,S ECI 2018 00761
15-02-2021,Associate Justice Efthim,S ECI 2019 00097
15-02-2021,Associate Justice Efthim,S ECI 2021 00120
15-02-2021,Associate Justice Mukhtar,S CI 2018 02053
15-02-2021,Associate Justice Ierodiaconou,S ECI 2019 01728
16-02-2021,"Justice Kaye, Justice Niall",S EAPCR 2020 0127
16-02-2021,"Justice Kaye, Justice Niall",S EAPCR 2020 0127
16-02-2021,"Justice Kaye, Justice Niall",S EAPCR 2020 0127
16-02-2021,"Justice Kaye, Justice Niall",S EAPCR 2020 0201
16-02-2021,"Justice Kaye, Justice Niall",S EAPCR 2020 0201
16-02-2021,"Justice Tate, Justice Kennedy",S EAPCI 2020 0073
16-02-2021,Justice Jane Dixon,S ECR 2020 0238
16-02-2021,Justice Taylor,S ECR 2021 0016
16-02-2021,Justice Tinney,S ECR 2019 0173
16-02-2021,Justice Coghlan,S CR 2020 0316
16-02-2021,Justice Coghlan,S CR 2020 0317
16-02-2021,Justice Lasry,S CR 2018 0218
16-02-2021,Justice John Dixon,S ECI 2019 01228
16-02-2021,Justice Macaulay,S CI 2013 02758
16-02-2021,Justice Riordan,S ECI 2018 02987
16-02-2021,Justice Richards,S ECI 2019 00475
16-02-2021,Justice Richards,S ECI 2019 04631
16-02-2021,Justice Richards,S ECI 2020 00798
16-02-2021,Justice Richards,S ECI 2020 00822
16-02-2021,Justice Forbes,S ECI 2019 03225
16-02-2021,Judicial Registrar Englefield,S ECI 2019 02850
16-02-2021,Judicial Registrar Englefield,S ECI 2019 00293
16-02-2021,Judicial Registrar Englefield,S ECI 2019 02850
16-02-2021,Judicial Registrar Englefield,S ECI 2019 03529
16-02-2021,Judicial Registrar Englefield,S ECI 2020 02232
16-02-2021,Judicial Registrar Englefield,S ECI 2020 02255
16-02-2021,Judicial Registrar Englefield,S ECI 2020 02782
16-02-2021,Judicial Registrar Keith,S ECI 2020 02711
16-02-2021,Judicial Registrar Keith,S ECI 2020 02173
16-02-2021,Judicial Registrar Keith,S ECI 2020 03892
16-02-2021,Judicial Registrar Keith,S ECI 2020 04590
16-02-2021,Judicial Registrar Keith,S ECI 2021 00279
16-02-2021,Justice Almond,S ECI 2020 02078
16-02-2021,Justice Almond,S ECI 2020 02078
16-02-2021,Justice Sloss,S ECI 2017 00145
16-02-2021,Justice Riordan,S ECI 2019 03648
16-02-2021,Justice Riordan,S CI 2018 01685
16-02-2021,Associate Justice Wood,S ECI 2020 03540
16-02-2021,Associate Justice Hetyey,S ECI 2020 02551
16-02-2021,Associate Justice Hetyey,S ECI 2020 01897
16-02-2021,Associate Justice Hetyey,S ECI 2019 05691
16-02-2021,Justice Almond,S ECI 2021 00336
16-02-2021,Associate Justice Efthim,S ECI 2020 02573
16-02-2021,Associate Justice Derham,S ECI 2018 01515
17-02-2021,"The President, Justice Kaye, Justice T. Forrest",S EAPCR 2020 0188
17-02-2021,"Justice Beach, Justice Emerton, Justice Sifris",S APCR 2019 0168
17-02-2021,Justice Jane Dixon,S ECR 2020 0238
17-02-2021,Justice Tinney,S ECR 2020 0083
17-02-2021,Justice Tinney,S ECR 2019 0200
17-02-2021,Judicial Registrar Freeman,S ECR 2020 0111
17-02-2021,Judicial Registrar Freeman,S ECR 2021 0003
17-02-2021,Justice John Dixon,S ECI 2019 00097
17-02-2021,Justice John Dixon,S ECI 2019 01228
17-02-2021,Justice John Dixon,S ECI 2020 02728
17-02-2021,Justice Macaulay,S CI 2013 02758
17-02-2021,Justice Ginnane,S ECI 2021 00274
17-02-2021,Justice Incerti,S ECI 2020 01625
17-02-2021,Justice Riordan,S ECI 2018 02987
17-02-2021,Justice Keogh,S ECI 2019 01337
17-02-2021,Justice Keogh,S ECI 2019 03152
17-02-2021,Justice Richards,S ECI 2019 00475
17-02-2021,Justice Forbes,S ECI 2019 03225
17-02-2021,Judicial Registrar Keith,S ECI 2020 03654
17-02-2021,Judicial Registrar Keith,S ECI 2021 00252
17-02-2021,Justice Sloss,S ECI 2017 00145
17-02-2021,Justice Riordan,S ECI 2019 03648
17-02-2021,Justice Riordan,S CI 2018 01685
17-02-2021,Justice Nichols,S ECI 2017 00190
17-02-2021,Justice Nichols,S ECI 2019 01225
17-02-2021,Justice Delany,S ECI 2020 02465
17-02-2021,Justice Delany,S ECI 2019 00118
17-02-2021,Justice Osborne,S ECI 2018 00145
17-02-2021,Justice Osborne,S ECI 2016 01115
